loan_id,loan_identifier,sector,rating,current_balance,weight,annual_pd,annual_cpr,lgd,coupon_spread_bps,reference_rate,coupon_floor,maturity_years,discount_margin_bps,market_price,model_price,price_gap,expected_loss_pct,source_family
L012,Synthetic Bloomberg-Compatible Loan 012,Energy,B,7.018604320714059,0.0021607754580626505,0.014911839389194015,0.03559800458479431,0.5320898865051025,454.1448089149811,0.0525,0.01,3.0,583.7020676219305,99.2657335329379,98.00395673811792,-1.2617767948199798,0.793443892817856,synthetic_bloomberg_compatible
L013,Synthetic Bloomberg-Compatible Loan 013,Industrials,CCC+,8.509564881278708,0.0026197885098027812,0.026484183480250993,0.03292667851668106,0.5773821370503549,815.9470166670126,0.0525,0.01,5.0,1011.5711161730643,91.31837686092669,93.0843077054496,1.765930844522913,1.5291494455861026,synthetic_bloomberg_compatible
L014,Synthetic Bloomberg-Compatible Loan 014,Retail,B,4.1202888535571125,0.0012684885239391196,0.03705691066747029,0.022815502003327198,0.5701413008910279,530.3832720160918,0.0525,0.01,6.0,675.0632029722611,89.43914522707841,92.27172519440889,2.8325799673304743,2.112767525495412,synthetic_bloomberg_compatible
L015,Synthetic Bloomberg-Compatible Loan 015,Telecom,B,10.199160858610904,0.0031399542514568652,0.016770683984969618,0.02,0.47610715365060785,464.57434799182187,0.0525,0.01,5.0,619.7966461588916,95.8571320850512,96.11251317029401,0.2553810852428029,0.7984642616857719,synthetic_bloomberg_compatible
L016,Synthetic Bloomberg-Compatible Loan 016,Software,B,9.075434230878207,0.0027939992997565413,0.01,0.04743966888849698,0.6725325652165652,611.2310337837125,0.0525,0.01,7.0,510.3956439693361,104.69293887595832,105.54556663373778,0.8526277577794588,0.6725325652165652,synthetic_bloomberg_compatible
L017,Synthetic Bloomberg-Compatible Loan 017,Healthcare,B-,7.1818367548810835,0.00221102884486022,0.017264155491310933,0.02,0.5085863566179145,589.5813705977271,0.0525,0.01,4.0,761.0114220045318,94.08524617177126,96.09123675944963,2.005990587678369,0.878031394141099,synthetic_bloomberg_compatible
L018,Synthetic Bloomberg-Compatible Loan 018,Energy,BB,7.5868841643874605,0.0023357283523150283,0.01,0.06361320918216967,0.5930864995062315,328.8454269262024,0.0525,0.01,4.0,440.6989949289268,95.45280943495662,98.63238389244191,3.1795744574852876,0.5930864995062315,synthetic_bloomberg_compatible
L019,Synthetic Bloomberg-Compatible Loan 019,Telecom,CCC+,6.722601998487392,0.0020696470051437,0.014121785305518716,0.05620247189158709,0.4444088902330465,753.2469717718955,0.0525,0.01,4.0,1017.2830780070183,93.44633109963293,94.66158170883077,1.2152506091978381,0.6275846935734916,synthetic_bloomberg_compatible
L020,Synthetic Bloomberg-Compatible Loan 020,Healthcare,B,5.953134355165574,0.0018327556342259653,0.01,0.07018500752341825,0.6586178721985079,488.0581467676492,0.0525,0.01,7.0,568.007252573088,99.73532458323898,99.31105153713654,-0.4242730461024422,0.6586178721985079,synthetic_bloomberg_compatible
L021,Synthetic Bloomberg-Compatible Loan 021,Energy,B,4.663570776855687,0.0014357454589408643,0.012257669689171538,0.03771811575431612,0.548528564894434,547.1526251466844,0.0525,0.01,5.0,623.4439676895439,101.0270718598122,99.36138586636332,-1.665685993448875,0.6723681963551267,synthetic_bloomberg_compatible
L022,Synthetic Bloomberg-Compatible Loan 022,Energy,B-,1.1714011975150673,0.0003606322344836565,0.03541237153584622,0.06044220874227054,0.5380225590464793,618.0884429625597,0.0525,0.01,6.0,735.9632408764325,93.17479714361366,94.31170953454824,1.136912390934583,1.9052654755620688,synthetic_bloomberg_compatible
L023,Synthetic Bloomberg-Compatible Loan 023,Industrials,CCC+,4.570342322552698,0.001407043775978557,0.011645460867538048,0.030229005291049393,0.532349095980482,848.8728367785976,0.0525,0.01,5.0,922.592939617666,98.03417541618448,99.65145539140434,1.6172799752198586,0.619945056510996,synthetic_bloomberg_compatible
L024,Synthetic Bloomberg-Compatible Loan 024,Retail,CCC+,13.772691708524842,0.0042401156804656205,0.029514265431922985,0.02,0.5895028092151726,862.6027061373796,0.0525,0.01,3.0,1018.0737501195167,97.23503527520732,95.47541710615558,-1.7596181690517483,1.739874238404086,synthetic_bloomberg_compatible
L025,Synthetic Bloomberg-Compatible Loan 025,Retail,B-,9.459150784753591,0.002912131805106544,0.015954851056135103,0.060523464317308595,0.6091324499101134,681.1892906888696,0.0525,0.01,7.0,673.9329644053016,101.36581392138665,101.1398784607564,-0.2259354606302395,0.9718617511774534,synthetic_bloomberg_compatible
L026,Synthetic Bloomberg-Compatible Loan 026,Retail,BB,6.045893953007162,0.0018613129731721609,0.01,0.02,0.5664483840492576,461.19979422331653,0.0525,0.01,3.0,321.7096797479945,105.0,105.28006495763658,0.2800649576365828,0.5664483840492576,synthetic_bloomberg_compatible
L027,Synthetic Bloomberg-Compatible Loan 027,Energy,B-,8.361192283567023,0.002574109931393934,0.02784154308749193,0.03545089537404994,0.5287487530729789,668.7763397749194,0.0525,0.01,4.0,752.2466048953008,99.17985000111291,97.02235337063672,-2.1574966304761887,1.4721181191138972,synthetic_bloomberg_compatible
L028,Synthetic Bloomberg-Compatible Loan 028,Energy,B,8.573643780051862,0.002639516094593403,0.02194622811806965,0.02,0.42285409468459606,511.49162537805563,0.0525,0.01,7.0,539.9454967760032,98.4902663339124,100.1337177047071,1.6434513707946934,0.9280052422607968,synthetic_bloomberg_compatible
L029,Synthetic Bloomberg-Compatible Loan 029,Retail,CCC+,8.104006583751064,0.002494931718328568,0.01,0.04844617046651677,0.4938455148078631,874.3347536008107,0.0525,0.01,4.0,919.9795997150713,102.18592018950012,100.8210315786104,-1.3648886108897216,0.4938455148078631,synthetic_bloomberg_compatible
L030,Synthetic Bloomberg-Compatible Loan 030,Retail,B,12.478789777864828,0.0038417698827607006,0.01,0.08208196897716247,0.5277683486209555,517.1200433969462,0.0525,0.01,5.0,621.6691381811238,98.19795520790942,98.96556912633469,0.767613918425269,0.5277683486209555,synthetic_bloomberg_compatible
L031,Synthetic Bloomberg-Compatible Loan 031,Energy,CCC+,5.963008117526603,0.0018357954100009708,0.024934405756435657,0.02,0.5571475859856071,851.9783183237997,0.0525,0.01,5.0,1030.2407762559692,93.9754375704735,93.93430498893119,-0.04113258154231403,1.3892143975183753,synthetic_bloomberg_compatible
L032,Synthetic Bloomberg-Compatible Loan 032,Industrials,BB,4.3025120223895055,0.0013245884738880551,0.01,0.038171852209218905,0.41972024869497837,349.66817067262286,0.0525,0.01,6.0,380.3600611861986,102.37948764869574,101.92311049228793,-0.45637715640781096,0.41972024869497837,synthetic_bloomberg_compatible
L033,Synthetic Bloomberg-Compatible Loan 033,Healthcare,B,7.577089293949536,0.002332712864521435,0.01,0.057838756481347585,0.5610999264182349,540.7196967032816,0.0525,0.01,4.0,575.7952409840879,102.16247304738134,100.98146493087962,-1.1810081165017152,0.5610999264182349,synthetic_bloomberg_compatible
L034,Synthetic Bloomberg-Compatible Loan 034,Retail,BB,4.752030406469974,0.0014629789925560512,0.01,0.053593394588317585,0.5683125208096573,431.033686032122,0.0525,0.01,5.0,444.0783243108125,103.36786157221279,101.93818683498259,-1.4296747372302008,0.5683125208096573,synthetic_bloomberg_compatible
L035,Synthetic Bloomberg-Compatible Loan 035,Retail,BB,6.738725525838965,0.0020746108584408377,0.023754974237945328,0.042496967769932566,0.5546202972860574,372.47861339656976,0.0525,0.01,4.0,499.7726767652018,98.94290860786668,96.03542273284705,-2.9074858750196313,1.3174990873871875,synthetic_bloomberg_compatible
L036,Synthetic Bloomberg-Compatible Loan 036,Industrials,B,8.307174331967548,0.002557479749839678,0.020211344225491763,0.07042203953243098,0.6077535371516287,437.5247330779964,0.0525,0.01,3.0,473.8327221810439,99.69919194334491,99.20271723100562,-0.4964747123392925,1.2283515943631766,synthetic_bloomberg_compatible
L037,Synthetic Bloomberg-Compatible Loan 037,Retail,B,7.569795674861192,0.0023304674219225357,0.020335229642358812,0.02,0.5261836695986026,505.34413925667417,0.0525,0.01,6.0,575.3612045897252,97.54857127313082,98.15405498458064,0.6054837114498213,1.070006575534664,synthetic_bloomberg_compatible
L038,Synthetic Bloomberg-Compatible Loan 038,Energy,B,3.535306494066959,0.0010883935266965184,0.01652987131738888,0.02,0.5858202840922346,428.1434286020426,0.0525,0.01,3.0,619.9798436934766,96.04931791726291,96.0797299169435,0.03041199968059516,0.9683533911160834,synthetic_bloomberg_compatible
L039,Synthetic Bloomberg-Compatible Loan 039,Energy,B,7.48078350449709,0.0023030637809131685,0.052687547844105766,0.0842972707374857,0.5468328574110687,544.1624421164015,0.0525,0.01,6.0,589.8419146212034,91.38814422779225,93.74504797112134,2.3569037433290845,2.881128233757475,synthetic_bloomberg_compatible
L040,Synthetic Bloomberg-Compatible Loan 040,Healthcare,B,16.440026655878206,0.005061292032530957,0.018208444096487596,0.0701230496560633,0.44808958039213603,508.50148289186274,0.0525,0.01,6.0,594.2877529966943,99.79751970763905,98.62476950068306,-1.172750206955996,0.8159014074788794,synthetic_bloomberg_compatible
L041,Synthetic Bloomberg-Compatible Loan 041,Telecom,B,6.512446656676285,0.0020049477452600754,0.01,0.06900992976124769,0.49232111210464985,433.2599014346024,0.0525,0.01,5.0,623.5485449566353,98.11703364874238,96.25138235833136,-1.865651290411023,0.49232111210464985,synthetic_bloomberg_compatible
L042,Synthetic Bloomberg-Compatible Loan 042,Healthcare,B-,10.624651926918634,0.0032709476250697357,0.01,0.02,0.38923216680039613,583.3775946530328,0.0525,0.01,3.0,697.5089087911632,99.29776776166612,99.33297040741735,0.03520264575122667,0.38923216680039613,synthetic_bloomberg_compatible
L043,Synthetic Bloomberg-Compatible Loan 043,Retail,B,7.553780330073067,0.002325536874139915,0.012504904013879773,0.02634290505771957,0.6206556638286296,470.54631614241094,0.0525,0.01,4.0,655.5615229414775,94.96533638262304,95.91208039918226,0.9467440165592222,0.7761239501847845,synthetic_bloomberg_compatible
L044,Synthetic Bloomberg-Compatible Loan 044,Software,B-,10.174495994802436,0.0031323608283262147,0.01,0.05577558291992951,0.5575344790187706,669.1697204186377,0.0525,0.01,7.0,681.8921643714667,100.41992487247887,101.86758720403742,1.447662331558547,0.5575344790187706,synthetic_bloomberg_compatible
L045,Synthetic Bloomberg-Compatible Loan 045,Energy,B,13.436510805707242,0.004136617689827545,0.018005257194925583,0.02790297140715522,0.582717077887915,483.1678555115351,0.0525,0.01,3.0,590.65362693067,95.9572511287676,97.91405869033608,1.956807561568482,1.0491970859247395,synthetic_bloomberg_compatible
L046,Synthetic Bloomberg-Compatible Loan 046,Telecom,B-,8.366044704122967,0.0025756038168974287,0.022749659147775006,0.02,0.4288049306259558,632.5674935113315,0.0525,0.01,7.0,746.9747019475207,97.21005078357253,97.05398840138778,-0.1560623821847429,0.9755166012625803,synthetic_bloomberg_compatible
L047,Synthetic Bloomberg-Compatible Loan 047,Telecom,B-,19.958017638896468,0.0061443547370856125,0.01,0.02,0.5621427839662941,603.7667120337265,0.0525,0.01,4.0,654.8996654272353,99.22252484856247,100.53075259643336,1.3082277478708875,0.5621427839662941,synthetic_bloomberg_compatible
L048,Synthetic Bloomberg-Compatible Loan 048,Energy,B-,5.858255128743214,0.0018035457379894232,0.019717925984120862,0.025076568187356738,0.433475959940924,556.9794231432588,0.0525,0.01,4.0,722.6421972090006,95.28661930753158,96.33489979773535,1.0482804902037657,0.8547246894010879,synthetic_bloomberg_compatible
L049,Synthetic Bloomberg-Compatible Loan 049,Energy,B-,10.684413866862942,0.00328934617373514,0.01847013322277545,0.03336763270354532,0.4691582164388195,606.19179988728,0.0525,0.01,3.0,745.3606574772929,96.95062238079443,97.66974898298379,0.7191266021893625,0.8665414760184715,synthetic_bloomberg_compatible
L050,Synthetic Bloomberg-Compatible Loan 050,Retail,B,5.0746210748578315,0.0015622930395376303,0.01,0.04579005165955204,0.47443305667063496,491.0051953689076,0.0525,0.01,4.0,563.3689393920855,101.26210045071046,100.15364970301069,-1.1084507476997771,0.47443305667063496,synthetic_bloomberg_compatible
L051,Synthetic Bloomberg-Compatible Loan 051,Healthcare,B,7.238010761717807,0.0022283227981602523,0.01,0.029509182016306933,0.49100258961250887,573.6152138116654,0.0525,0.01,5.0,546.9981390790849,102.44031396899366,103.6686007470518,1.2282867780581341,0.49100258961250887,synthetic_bloomberg_compatible
L052,Synthetic Bloomberg-Compatible Loan 052,Energy,B,5.722519736234296,0.0017617576998664914,0.019961823566045155,0.051547662284014584,0.5265232909597837,582.1074872355698,0.0525,0.01,4.0,525.644500267632,99.4505714162434,102.2297484977531,2.779177081509701,1.051036503755266,synthetic_bloomberg_compatible
L053,Synthetic Bloomberg-Compatible Loan 053,Energy,B,5.569128500827541,0.0017145340636842048,0.01,0.048197204844770386,0.6238715490253993,537.6007772763078,0.0525,0.01,7.0,562.5423780595771,102.07010321591606,101.29870174899112,-0.7714014669249423,0.6238715490253993,synthetic_bloomberg_compatible
L054,Synthetic Bloomberg-Compatible Loan 054,Healthcare,B,7.627984600739735,0.0023483816962175416,0.04018253185219745,0.1,0.4834917132356436,393.4482863206265,0.0525,0.01,4.0,576.6573238395223,92.40833724593732,93.34382165880928,0.9354844128719577,1.9427921167364763,synthetic_bloomberg_compatible
L055,Synthetic Bloomberg-Compatible Loan 055,Energy,B,4.970043317027668,0.001530097314824708,0.024358981451602393,0.04509456815242702,0.4875679355787097,494.5674292457203,0.0525,0.01,4.0,537.3750976666805,103.39769827035794,98.93146962241998,-4.466228647937953,1.187665829915786,synthetic_bloomberg_compatible
L056,Synthetic Bloomberg-Compatible Loan 056,Retail,B,23.053019936876055,0.007097194461699326,0.01,0.02,0.5820733757527679,487.2010524976189,0.0525,0.01,6.0,554.6182586179107,98.69088928933996,99.97730934819921,1.2864200588592496,0.5820733757527679,synthetic_bloomberg_compatible
L057,Synthetic Bloomberg-Compatible Loan 057,Healthcare,B-,8.939829374771064,0.0027522514490897552,0.022031729306007126,0.046026718511974575,0.558226687595585,637.7620787838632,0.0525,0.01,5.0,676.4896444929027,99.1310757059024,98.7892982776833,-0.3417774282191033,1.2298699272494935,synthetic_bloomberg_compatible
L058,Synthetic Bloomberg-Compatible Loan 058,Energy,B,5.060430157475367,0.001557924167236776,0.01,0.035379962466615865,0.6057347121648702,480.00729180449423,0.0525,0.01,6.0,651.3110182114689,96.0456562716796,96.31178638402879,0.26613011234918815,0.6057347121648702,synthetic_bloomberg_compatible
L059,Synthetic Bloomberg-Compatible Loan 059,Industrials,BB,5.429639632846058,0.001671590465664611,0.01909547986453937,0.02,0.5051077645709895,289.1513995900052,0.0525,0.01,7.0,394.5179356095783,96.67109186226482,97.14006164010578,0.46896977784096805,0.9645275147787822,synthetic_bloomberg_compatible
L060,Synthetic Bloomberg-Compatible Loan 060,Telecom,BB,12.690337879211585,0.003906897923137725,0.02031791358011829,0.07936802732996852,0.4241539915466534,379.9729741647501,0.0525,0.01,3.0,391.57822243586327,100.93977382938212,100.6391251562063,-0.30064867317581445,0.8617924144907129,synthetic_bloomberg_compatible
L061,Synthetic Bloomberg-Compatible Loan 061,Retail,B,5.360452848136041,0.0016502903467816505,0.025278606337413394,0.07223909557551092,0.4619140470758918,498.0587394185734,0.0525,0.01,6.0,572.2978177338949,98.52016320250476,97.87971594248084,-0.6404472600239188,1.1676543357752907,synthetic_bloomberg_compatible
L062,Synthetic Bloomberg-Compatible Loan 062,Healthcare,B,4.827520123358563,0.0014862195572232393,0.014465432236847948,0.03167711026414197,0.389149099324534,537.2283371393308,0.0525,0.01,3.0,501.9351507979051,101.2684613509811,102.52002842473571,1.2515670737546145,0.5629209926309459,synthetic_bloomberg_compatible
L063,Synthetic Bloomberg-Compatible Loan 063,Retail,B-,8.621939634104068,0.002654384648424568,0.015367935950110613,0.02,0.5055464352687733,625.615869436526,0.0525,0.01,6.0,718.7536346380767,96.27723859256133,98.41643071348972,2.139192120928385,0.7769205237017248,synthetic_bloomberg_compatible
L064,Synthetic Bloomberg-Compatible Loan 064,Industrials,B,6.701280078171465,0.0020630827539005504,0.01032407698409378,0.09382094844411396,0.6455244956873423,535.9240046373149,0.0525,0.01,5.0,638.0995423084427,97.39822259867942,98.63249182460737,1.234269225927946,0.6664444588594435,synthetic_bloomberg_compatible
L065,Synthetic Bloomberg-Compatible Loan 065,Energy,BB,9.753191471048229,0.0030026563409807526,0.01831033641873405,0.05148110141607971,0.4205177438282624,403.3143127571553,0.0525,0.01,7.0,447.44187267920825,99.88487256983305,100.13467481637109,0.24980224653803873,0.7699821359542509,synthetic_bloomberg_compatible
L066,Synthetic Bloomberg-Compatible Loan 066,Healthcare,CCC+,4.0434935667890946,0.0012448460213330837,0.02519345040412661,0.0385419112748416,0.4974288319700947,872.178107271401,0.0525,0.01,7.0,1117.807344154299,91.95560783962048,92.62624647294062,0.670638633320138,1.253194860782121,synthetic_bloomberg_compatible
L067,Synthetic Bloomberg-Compatible Loan 067,Telecom,BB,7.007125254043312,0.002157241466914238,0.01,0.02390702326841209,0.5525210973975858,387.4483209183503,0.0525,0.01,4.0,400.38242289316076,101.39523127869559,101.79456288363728,0.3993316049416933,0.5525210973975858,synthetic_bloomberg_compatible
L068,Synthetic Bloomberg-Compatible Loan 068,Healthcare,BB,7.34512507901246,0.002261299438164639,0.027360734504625544,0.02,0.47504315793090357,349.0072608165557,0.0525,0.01,6.0,455.5162833148339,96.87992366625883,95.9737135475779,-0.9062101186809315,1.2997529722386356,synthetic_bloomberg_compatible
L069,Synthetic Bloomberg-Compatible Loan 069,Energy,B,3.612975105787391,0.0011123048945979694,0.01,0.02,0.4408595631652921,528.0045181009687,0.0525,0.01,5.0,586.1810366482928,99.76845279355594,100.81956590165835,1.0511131081024132,0.4408595631652921,synthetic_bloomberg_compatible
L070,Synthetic Bloomberg-Compatible Loan 070,Telecom,B-,17.950772244406473,0.005526396181718296,0.020314991371028178,0.0215205657917611,0.47023412208775117,538.8144922324514,0.0525,0.01,5.0,827.1491367640767,93.19468891636409,91.38421326394742,-1.8104756524166703,0.9552802132575675,synthetic_bloomberg_compatible
L071,Synthetic Bloomberg-Compatible Loan 071,Healthcare,BB,17.956671110740892,0.005528212230183686,0.01,0.055221572856776355,0.5450085667218941,352.12692144582275,0.0525,0.01,4.0,410.5339954664172,100.30738255723895,100.36480783394346,0.0574252767045067,0.5450085667218941,synthetic_bloomberg_compatible
L072,Synthetic Bloomberg-Compatible Loan 072,Retail,B,10.5652780215894,0.003252668538285186,0.026336434888336237,0.04622915814320331,0.4466547741529902,489.7579179277235,0.0525,0.01,6.0,526.2129841256088,97.67000937469666,99.01281579163435,1.342806416937691,1.1763294377044753,synthetic_bloomberg_compatible
L073,Synthetic Bloomberg-Compatible Loan 073,Software,B,4.815819659143464,0.0014826174057457281,0.01,0.026912028150250303,0.44794234043148096,532.2759740279206,0.0525,0.01,7.0,606.2302003677843,101.02162229545556,100.22145863634884,-0.8001636591067154,0.44794234043148096,synthetic_bloomberg_compatible
L074,Synthetic Bloomberg-Compatible Loan 074,Telecom,B-,5.5869937688495925,0.0017200341361957483,0.01,0.037561275735186125,0.5173140620247357,623.3618960405555,0.0525,0.01,6.0,715.7270823972008,99.27777789364403,99.35376446232081,0.07598656867678244,0.5173140620247357,synthetic_bloomberg_compatible
L075,Synthetic Bloomberg-Compatible Loan 075,Telecom,B,5.9958734916696965,0.0018459134748787494,0.01,0.025728512051745648,0.5840176914655724,535.1914212072869,0.0525,0.01,4.0,674.0752423309708,96.96800558938003,97.85226161237847,0.8842560229984429,0.5840176914655724,synthetic_bloomberg_compatible
L076,Synthetic Bloomberg-Compatible Loan 076,Industrials,B-,7.922765656515474,0.0024391341651866442,0.01,0.09624653973724402,0.5243418983285755,639.5094912351126,0.0525,0.01,6.0,753.5988905516145,100.6890940583018,98.74317858028307,-1.9459154780187333,0.5243418983285755,synthetic_bloomberg_compatible
L077,Synthetic Bloomberg-Compatible Loan 077,Energy,B,4.546124467953024,0.0013995879708818847,0.01,0.03677607218000838,0.48833237002451557,515.6119009766124,0.0525,0.01,4.0,680.0252169456148,98.28077560516357,97.42045075021339,-0.8603248549501785,0.48833237002451557,synthetic_bloomberg_compatible
L078,Synthetic Bloomberg-Compatible Loan 078,Industrials,B,8.585609946559597,0.0026432000462361387,0.037674967431515556,0.021207892079524913,0.4642800854684165,550.5714414424215,0.0525,0.01,4.0,616.0349955452624,95.96056691990164,96.6365641714362,0.675997251534568,1.749173709912385,synthetic_bloomberg_compatible
L079,Synthetic Bloomberg-Compatible Loan 079,Energy,B-,12.91616545673289,0.003976422099877771,0.02091987778095671,0.06548613565972894,0.477105156338132,621.7720985732475,0.0525,0.01,5.0,668.6953666324275,97.98332083144217,99.30460228363695,1.321281452194782,0.9980981559257965,synthetic_bloomberg_compatible
L080,Synthetic Bloomberg-Compatible Loan 080,Retail,B-,10.336650084464011,0.0031822822316928566,0.016776461751629296,0.0663040905603277,0.3940340526869082,676.4143947372276,0.0525,0.01,7.0,786.6256406612675,98.87507394566121,98.3942848607837,-0.4807890848775145,0.6610497213741399,synthetic_bloomberg_compatible
L081,Synthetic Bloomberg-Compatible Loan 081,Telecom,B-,6.573091800900741,0.002023618200710048,0.016570683970083246,0.041088869393366055,0.4309715855177326,548.0166493861391,0.0525,0.01,6.0,712.739450380385,95.99261871964688,96.30130038964228,0.30868166999539426,0.7141493943700054,synthetic_bloomberg_compatible
L082,Synthetic Bloomberg-Compatible Loan 082,Healthcare,B,19.535136967322455,0.006014165010599761,0.02163249471940381,0.02,0.5840640803285405,479.2207352750982,0.0525,0.01,7.0,641.4631895850729,93.40966960525564,94.30205539269274,0.8923857874370924,1.2634763133500595,synthetic_bloomberg_compatible
L083,Synthetic Bloomberg-Compatible Loan 083,Retail,BB,5.920154308339682,0.001822602265759698,0.014826954406580817,0.027271662003414965,0.5084295365710396,345.1569620054897,0.0525,0.01,7.0,483.78415982461144,97.5790746495852,96.77821249342755,-0.800862156157649,0.7538461557697819,synthetic_bloomberg_compatible
L084,Synthetic Bloomberg-Compatible Loan 084,Energy,BB,7.864423762589681,0.0024211727975398463,0.02809082173176193,0.0313804973580039,0.48999678084031484,357.60592833053437,0.0525,0.01,6.0,446.74291178464165,97.93977517300601,96.39442885016072,-1.5453463228452904,1.3764412219722504,synthetic_bloomberg_compatible
L085,Synthetic Bloomberg-Compatible Loan 085,Telecom,CCC+,7.532201692989531,0.002318893589051035,0.012527727038333653,0.022161523297061933,0.6759056237655485,877.1038573979788,0.0525,0.01,4.0,922.676137377623,101.53425471751419,99.85167359602092,-1.6825811214932713,0.8467561158209436,synthetic_bloomberg_compatible
L086,Synthetic Bloomberg-Compatible Loan 086,Retail,B-,6.218996999100486,0.0019146051658393618,0.012214518210066246,0.04581666268454091,0.5761157016121737,698.4961016534942,0.0525,0.01,4.0,685.9626011476847,102.75852259895365,101.93119025399724,-0.8273323449564032,0.7036975728446987,synthetic_bloomberg_compatible
L087,Synthetic Bloomberg-Compatible Loan 087,Industrials,B,16.563273629080427,0.00509923533618606,0.013559429519600093,0.05495733340852357,0.4127097662089352,471.04425541392345,0.0525,0.01,4.0,446.746064266033,103.02599529806785,102.78198982109305,-0.2440054769748059,0.5596108986960688,synthetic_bloomberg_compatible
L088,Synthetic Bloomberg-Compatible Loan 088,Healthcare,B-,17.25614662281589,0.005312545973458979,0.015904180245801716,0.02,0.5053113024281601,631.6013361375702,0.0525,0.01,3.0,525.9214411155158,104.41270295897496,103.66201526937336,-0.7506876896016053,0.8036562034058281,synthetic_bloomberg_compatible
L089,Synthetic Bloomberg-Compatible Loan 089,Telecom,BB,7.161351819136988,0.0022047222710182956,0.03681068425690973,0.09697763642950377,0.6045651236774399,438.1997566131135,0.0525,0.01,7.0,505.8640246360359,94.38404254240102,94.9320919757308,0.5480494333297798,2.225445588042982,synthetic_bloomberg_compatible
L090,Synthetic Bloomberg-Compatible Loan 090,Retail,B,5.624397254037156,0.0017315493219999644,0.01,0.02,0.49717398938580004,501.49253015303975,0.0525,0.01,4.0,517.4325709331888,102.05665921231618,101.83734510289601,-0.21931410942016782,0.49717398938580004,synthetic_bloomberg_compatible
